,price,area,flat_type,locality,distance_prague_km,district,city
350,10000,44,3+kk,"České Budějovice - České Budějovice 6, okres České Budějovice",123.54025483365474,České Budějovice - České Budějovice 6,České Budějovice
352,7000,36,2+1,Tábor,76.37472484991189,Tábor,Tábor
353,5000,12,1+kk,"České Budějovice - České Budějovice 7, okres České Budějovice",125.24687413882806,České Budějovice - České Budějovice 7,České Budějovice
354,10000,48,3+1,"České Budějovice - České Budějovice 2, okres České Budějovice",122.98784091345156,České Budějovice - České Budějovice 2,České Budějovice
355,12000,49,3+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",120.4532975335834,České Budějovice - České Budějovice 3,České Budějovice
356,11000,34,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",120.4532975335834,České Budějovice - České Budějovice 3,České Budějovice
359,9000,48,2+1,"Písek - Vnitřní Město, okres Písek",88.801718825715,Písek - Vnitřní Město,Písek
361,8000,41,3+1,"Strakonice - Strakonice I, okres Strakonice",98.24146201113227,Strakonice - Strakonice I,Strakonice
362,6000,15,1+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",122.80344585224377,České Budějovice - České Budějovice 2,České Budějovice
363,7000,41,3+1,"České Budějovice - České Budějovice 2, okres České Budějovice",121.1451626450927,České Budějovice - České Budějovice 2,České Budějovice
364,9000,38,3+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.7503776618804,České Budějovice - České Budějovice 3,České Budějovice
366,6000,26,2+kk,"České Budějovice - České Budějovice 5, okres České Budějovice",124.04110392334007,České Budějovice - České Budějovice 5,České Budějovice
367,11000,45,4+1,"České Budějovice - České Budějovice 2, okres České Budějovice",122.08397721010536,České Budějovice - České Budějovice 2,České Budějovice
368,5000,29,2+1,"České Budějovice - České Budějovice 6, okres České Budějovice",125.50631221891025,České Budějovice - České Budějovice 6,České Budějovice
369,11000,42,3+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",123.41491124653112,České Budějovice - České Budějovice 2,České Budějovice
370,6000,36,2+kk,"Jindřichův Hradec - Jindřichův Hradec II, okres Jindřichův Hradec",111.91650044907156,Jindřichův Hradec - Jindřichův Hradec II,Jindřichův Hradec
371,10000,56,3+1,"České Budějovice - České Budějovice 3, okres České Budějovice",122.40290539720753,České Budějovice - České Budějovice 3,České Budějovice
372,5000,26,1+kk,"České Budějovice - České Budějovice 5, okres České Budějovice",123.87859139637543,České Budějovice - České Budějovice 5,České Budějovice
373,10000,43,3+kk,"Písek - Vnitřní Město, okres Písek",88.85344635633976,Písek - Vnitřní Město,Písek
374,8000,35,3+kk,"České Budějovice - České Budějovice 4, okres České Budějovice",122.30931700475992,České Budějovice - České Budějovice 4,České Budějovice
376,10000,38,3+kk,"České Budějovice - České Budějovice 5, okres České Budějovice",124.25814787384498,České Budějovice - České Budějovice 5,České Budějovice
382,7000,18,1+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",123.41491124653112,České Budějovice - České Budějovice 2,České Budějovice
384,6000,26,1+1,"České Budějovice, okres České Budějovice",123.60078019319427,České Budějovice,České Budějovice
385,10000,44,3+1,"České Budějovice - České Budějovice 2, okres České Budějovice",122.89812551583745,České Budějovice - České Budějovice 2,České Budějovice
389,8000,42,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.18741820121777,České Budějovice - České Budějovice 3,České Budějovice
390,8000,36,2+kk,"České Budějovice - České Budějovice 6, okres České Budějovice",123.91510491820122,České Budějovice - České Budějovice 6,České Budějovice
391,7000,42,2+1,"České Budějovice, okres České Budějovice",120.6033910384327,České Budějovice,České Budějovice
392,6000,19,1+kk,"České Budějovice, okres České Budějovice",123.60078019319427,České Budějovice,České Budějovice
393,8000,32,2+kk,"České Budějovice - České Budějovice 5, okres České Budějovice",125.01161677130068,České Budějovice - České Budějovice 5,České Budějovice
395,7000,20,2+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",122.77791913121581,České Budějovice - České Budějovice 2,České Budějovice
397,14000,89,3+kk,"Písek - Vnitřní Město, okres Písek",88.71333556224454,Písek - Vnitřní Město,Písek
398,13000,57,3+kk,"Písek - Vnitřní Město, okres Písek",88.71333556224454,Písek - Vnitřní Město,Písek
399,10000,39,2+kk,"Písek - Vnitřní Město, okres Písek",88.71333556224454,Písek - Vnitřní Město,Písek
400,14000,87,2+kk,"Písek - Vnitřní Město, okres Písek",88.71333556224454,Písek - Vnitřní Město,Písek
403,8000,27,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.19681882680534,České Budějovice - České Budějovice 3,České Budějovice
404,7000,24,2+1,Tábor,77.12883569003894,Tábor,Tábor
405,4000,15,1+kk,"Strakonice - Strakonice I, okres Strakonice",98.57813000738,Strakonice - Strakonice I,Strakonice
407,7000,22,1+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.55081924928085,České Budějovice - České Budějovice 3,České Budějovice
408,7000,29,2+kk,Tábor,75.274689022298,Tábor,Tábor
412,7000,45,3+1,"České Budějovice - České Budějovice 2, okres České Budějovice",121.1451626450927,České Budějovice - České Budějovice 2,České Budějovice
413,6000,25,2+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",122.11482139911188,České Budějovice - České Budějovice 2,České Budějovice
415,9000,37,2+kk,Tábor,76.88359335276142,Tábor,Tábor
416,7000,14,1+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.27006222486331,České Budějovice - České Budějovice 3,České Budějovice
418,9000,24,1+kk,"České Budějovice - České Budějovice 5, okres České Budějovice",124.0696708122191,České Budějovice - České Budějovice 5,České Budějovice
422,6000,31,2+1,"Strakonice - Strakonice I, okres Strakonice",98.46623555409954,Strakonice - Strakonice I,Strakonice
424,4000,19,1+kk,"Strakonice - Strakonice I, okres Strakonice",98.91084894713853,Strakonice - Strakonice I,Strakonice
427,7000,25,2+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",122.39693186207782,České Budějovice - České Budějovice 2,České Budějovice
428,8000,26,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.9620329405683,České Budějovice - České Budějovice 3,České Budějovice
430,6000,16,1+kk,"České Budějovice - České Budějovice 6, okres České Budějovice",123.44587073441264,České Budějovice - České Budějovice 6,České Budějovice
431,8000,25,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.27445774970502,České Budějovice - České Budějovice 3,České Budějovice
432,9000,31,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.27445774970502,České Budějovice - České Budějovice 3,České Budějovice
433,7000,22,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.27445774970502,České Budějovice - České Budějovice 3,České Budějovice
434,7000,22,1+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",123.14581775572802,České Budějovice - České Budějovice 2,České Budějovice
438,5000,31,2+1,"Jindřichův Hradec - Jindřichův Hradec II, okres Jindřichův Hradec",112.21744973172244,Jindřichův Hradec - Jindřichův Hradec II,Jindřichův Hradec
440,6000,12,1+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.60821448748342,České Budějovice - České Budějovice 3,České Budějovice
442,7000,42,3+1,"Písek - Budějovické Předměstí, okres Písek",89.09226763645985,Písek - Budějovické Předměstí,Písek
443,7000,28,1+1,"České Budějovice - České Budějovice 6, okres České Budějovice",123.7835332354712,České Budějovice - České Budějovice 6,České Budějovice
445,7000,29,1+1,"České Budějovice - České Budějovice 6, okres České Budějovice",123.7835332354712,České Budějovice - České Budějovice 6,České Budějovice
446,8000,23,1+1,"České Budějovice - České Budějovice 3, okres České Budějovice",122.7503776618804,České Budějovice - České Budějovice 3,České Budějovice
447,10000,37,3+1,"Strakonice - Strakonice I, okres Strakonice",98.5365004420198,Strakonice - Strakonice I,Strakonice
449,7000,29,2+1,"Písek - Budějovické Předměstí, okres Písek",88.20137414518682,Písek - Budějovické Předměstí,Písek
451,7000,21,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.09892138333299,České Budějovice - České Budějovice 3,České Budějovice
452,8000,41,2+kk,"Písek - Vnitřní Město, okres Písek",88.86826095142452,Písek - Vnitřní Město,Písek
454,13000,48,3+kk,"Hluboká nad Vltavou, okres České Budějovice",114.10914070291189,Hluboká nad Vltavou,Hluboká nad Vltavou
456,7000,26,2+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",122.27930715093905,České Budějovice - České Budějovice 2,České Budějovice
458,5000,12,1+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",123.08320208758018,České Budějovice - České Budějovice 3,České Budějovice
459,8000,19,1+kk,"České Budějovice - České Budějovice 4, okres České Budějovice",123.53563885872417,České Budějovice - České Budějovice 4,České Budějovice
460,6000,32,2+1,"České Budějovice - České Budějovice 6, okres České Budějovice",124.4702864566714,České Budějovice - České Budějovice 6,České Budějovice
469,8000,31,2+kk,"České Budějovice - České Budějovice 6, okres České Budějovice",123.94476368192751,České Budějovice - České Budějovice 6,České Budějovice
472,12000,62,3+kk,"České Budějovice - České Budějovice 2, okres České Budějovice",123.11381613929308,České Budějovice - České Budějovice 2,České Budějovice
475,5000,32,2+1,"Strakonice - Strakonice I, okres Strakonice",98.58329920639605,Strakonice - Strakonice I,Strakonice
476,8000,32,2+kk,"České Budějovice - České Budějovice 3, okres České Budějovice",122.74826120654043,České Budějovice - České Budějovice 3,České Budějovice
477,8000,35,2+1,"Písek - Budějovické Předměstí, okres Písek",89.18345743562654,Písek - Budějovické Předměstí,Písek
478,7000,20,1+1,"České Budějovice - České Budějovice 3, okres České Budějovice",123.09397973507008,České Budějovice - České Budějovice 3,České Budějovice
479,7000,32,2+kk,"Písek - Vnitřní Město, okres Písek",88.59934511896624,Písek - Vnitřní Město,Písek
480,7000,20,1+1,"České Budějovice - České Budějovice 3, okres České Budějovice",123.09397973507008,České Budějovice - České Budějovice 3,České Budějovice
487,7000,28,2+kk,Tábor,77.01931541821457,Tábor,Tábor
490,5000,20,1+1,"České Budějovice - České Budějovice 6, okres České Budějovice",125.25942063005556,České Budějovice - České Budějovice 6,České Budějovice
491,10000,35,2+kk,"České Budějovice - České Budějovice 4, okres České Budějovice",122.06856792505832,České Budějovice - České Budějovice 4,České Budějovice
